doctype,fieldname,fieldtype,part,source
Stock Settings,quality_inspection_settings_section,Section Break,label,Quality Inspection Settings
Stock Settings,action_if_quality_inspection_is_not_submitted,Select,label,Action If Quality Inspection Is Not Submitted
Stock Settings,action_if_quality_inspection_is_not_submitted,Select,option,Stop
Stock Settings,action_if_quality_inspection_is_not_submitted,Select,option,Warn
Stock Settings,action_if_quality_inspection_is_rejected,Select,label,Action If Quality Inspection Is Rejected
Stock Settings,action_if_quality_inspection_is_rejected,Select,option,Stop
Stock Settings,action_if_quality_inspection_is_rejected,Select,option,Warn
Stock Settings,stock_reservation_tab,Tab Break,label,Stock Reservation
Stock Settings,enable_stock_reservation,Check,label,Enable Stock Reservation
Stock Settings,enable_stock_reservation,Check,description,Allows to keep aside a specific quantity of inventory for a particular order.
Stock Settings,allow_partial_reservation,Check,label,Allow Partial Reservation
Stock Settings,allow_partial_reservation,Check,description,"Partial stock can be reserved. For example, If you have a Sales Order of 100 units and the Available Stock is 90 units then a Stock Reservation Entry will be created for 90 units."
Stock Settings,auto_reserve_stock_for_sales_order_on_purchase,Check,label,Auto Reserve Stock for Sales Order on Purchase
Stock Settings,auto_reserve_stock_for_sales_order_on_purchase,Check,description,Stock will be reserved on submission of <b>Purchase Receipt</b> created against Material Request for Sales Order.
Stock Settings,serial_and_batch_reservation_section,Section Break,label,Serial and Batch Reservation
Stock Settings,auto_reserve_serial_and_batch,Check,label,Auto Reserve Serial and Batch Nos
Stock Settings,auto_reserve_serial_and_batch,Check,description,Serial and Batch Nos will be auto-reserved based on <b>Pick Serial / Batch Based On</b>
Stock Settings,serial_and_batch_item_settings_tab,Tab Break,label,Serial & Batch Item
Stock Settings,section_break_7,Section Break,label,Serial & Batch Item Settings
Stock Settings,allow_existing_serial_no,Check,label,Allow existing Serial No to be Manufactured/Received again
Stock Settings,do_not_use_batchwise_valuation,Check,label,Do Not Use Batch-wise Valuation
Stock Settings,do_not_use_batchwise_valuation,Check,description,"If enabled, the system will use the moving average valuation method to calculate the valuation rate for the batched items and will not consider the individual batch-wise incoming rate."
Stock Settings,auto_create_serial_and_batch_bundle_for_outward,Check,label,Auto Create Serial and Batch Bundle For Outward
Stock Settings,pick_serial_and_batch_based_on,Select,label,Pick Serial / Batch Based On
Stock Settings,pick_serial_and_batch_based_on,Select,option,FIFO
Stock Settings,pick_serial_and_batch_based_on,Select,option,LIFO
Stock Settings,pick_serial_and_batch_based_on,Select,option,Expiry
Stock Settings,disable_serial_no_and_batch_selector,Check,label,Disable Serial No And Batch Selector
Stock Settings,use_serial_batch_fields,Check,label,Use Serial / Batch Fields
Stock Settings,use_serial_batch_fields,Check,description,"On submission of the stock transaction, system will auto create the Serial and Batch Bundle based on the Serial No / Batch fields."
Stock Settings,do_not_update_serial_batch_on_creation_of_auto_bundle,Check,label,Do Not Update Serial / Batch on Creation of Auto Bundle
Stock Settings,do_not_update_serial_batch_on_creation_of_auto_bundle,Check,description,"If enabled, do not update serial / batch values in the stock transactions on creation of auto Serial 
 / Batch Bundle."
Stock Settings,serial_and_batch_bundle_section,Section Break,label,Serial and Batch Bundle
Stock Settings,set_serial_and_batch_bundle_naming_based_on_naming_series,Check,label,Set Serial and Batch Bundle Naming Based on Naming Series
Stock Settings,use_naming_series,Check,label,Have Default Naming Series for Batch ID?
Stock Settings,naming_series_prefix,Data,label,Naming Series Prefix
Stock Settings,stock_reservation_tab,Tab Break,label,Stock Reservation
Stock Settings,enable_stock_reservation,Check,label,Enable Stock Reservation
Stock Settings,enable_stock_reservation,Check,description,Allows to keep aside a specific quantity of inventory for a particular order.
Stock Settings,allow_partial_reservation,Check,label,Allow Partial Reservation
Stock Settings,allow_partial_reservation,Check,description,"Partial stock can be reserved. For example, If you have a Sales Order of 100 units and the Available Stock is 90 units then a Stock Reservation Entry will be created for 90 units."
Stock Settings,auto_reserve_stock_for_sales_order_on_purchase,Check,label,Auto Reserve Stock for Sales Order on Purchase
Stock Settings,auto_reserve_stock_for_sales_order_on_purchase,Check,description,Stock will be reserved on submission of <b>Purchase Receipt</b> created against Material Request for Sales Order.
Stock Settings,serial_and_batch_reservation_section,Section Break,label,Serial and Batch Reservation
Stock Settings,auto_reserve_serial_and_batch,Check,label,Auto Reserve Serial and Batch Nos
Stock Settings,auto_reserve_serial_and_batch,Check,description,Serial and Batch Nos will be auto-reserved based on <b>Pick Serial / Batch Based On</b>
Stock Settings,quality_tab,Tab Break,label,Quality
Stock Settings,quality_inspection_settings_section,Section Break,label,Quality Inspection Settings
Stock Settings,action_if_quality_inspection_is_not_submitted,Select,label,Action If Quality Inspection Is Not Submitted
Stock Settings,action_if_quality_inspection_is_not_submitted,Select,option,Stop
Stock Settings,action_if_quality_inspection_is_not_submitted,Select,option,Warn
Stock Settings,action_if_quality_inspection_is_rejected,Select,label,Action If Quality Inspection Is Rejected
Stock Settings,action_if_quality_inspection_is_rejected,Select,option,Stop
Stock Settings,action_if_quality_inspection_is_rejected,Select,option,Warn
Stock Settings,allow_to_make_quality_inspection_after_purchase_or_delivery,Check,label,Allow to Make Quality Inspection after Purchase / Delivery
Stock Settings,stock_planning_tab,Tab Break,label,Stock Planning
Stock Settings,auto_material_request,Section Break,label,Auto Material Request
Stock Settings,auto_indent,Check,label,Raise Material Request When Stock Reaches Re-order Level
Stock Settings,reorder_email_notify,Check,label,Notify by Email on Creation of Automatic Material Request
Stock Settings,inter_warehouse_transfer_settings_section,Section Break,label,Inter Warehouse Transfer Settings
Stock Settings,allow_from_dn,Check,label,Allow Material Transfer from Delivery Note to Sales Invoice
Stock Settings,allow_from_pr,Check,label,Allow Material Transfer from Purchase Receipt to Purchase Invoice
Stock Settings,stock_closing_tab,Tab Break,label,Stock Closing
Stock Settings,control_historical_stock_transactions_section,Section Break,label,Control Historical Stock Transactions
Stock Settings,stock_frozen_upto,Date,label,Stock Frozen Upto
Stock Settings,stock_frozen_upto,Date,description,No stock transactions can be created or modified before this date.
Stock Settings,stock_frozen_upto_days,Int,label,Freeze Stocks Older Than (Days)
Stock Settings,stock_frozen_upto_days,Int,description,Stock transactions that are older than the mentioned days cannot be modified.
Stock Settings,role_allowed_to_create_edit_back_dated_transactions,Link,label,Role Allowed to Create/Edit Back-dated Transactions
Stock Settings,role_allowed_to_create_edit_back_dated_transactions,Link,description,"If mentioned, the system will allow only the users with this Role to create or modify any stock transaction earlier than the latest stock transaction for a specific item and warehouse. If set as blank, it allows all users to create/edit back-dated transactions."
Stock Settings,stock_auth_role,Link,label,Role Allowed to Edit Frozen Stock
Stock Settings,stock_auth_role,Link,description,"The users with this Role are allowed to create/modify a stock transaction, even though the transaction is frozen."
